DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE 
MP;093751;EMEF;PAULO ROLIM LOUREIRO, D.;SAO MIGUEL;SAO MIGUEL;;RUA JOAO NICARIO ELEUTERIO;374;CIDADE NOVA SAO MIGUEL;08042080;20540110;20544822;20544822;Ativa;74;SAO MIGUEL;7405;35055694;055694;161077130000000;16/03/1968;6.925;16/03/1968;12/02/1968;10/04/1981;ESC. REUN.  NUCLEO HABIT.  S. MIGUEL PAULISTA;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;-23509872;-46434575;DIR;28/02/2017
MP;093769;EMEF;PEDRO DE FRONTIN, ALM.;SAO MIGUEL;SAO MIGUEL;;RUA JOSÉ FERREIRA CRESPO;495;JARDIM SÃO VICENTE;08021480;22975814;;22975814;Ativa;74;SAO MIGUEL;7405;35055578;055578;161077133000000;01/04/1969;8.096;31/03/1969;01/09/1969;10/04/1981;E.M. JARDIM SAO VICENTE;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;-23499855;-46429568;DIR;28/02/2017
MP;093777;EMEF;FERNANDO DE AZEVEDO, PROF.;SAO MIGUEL;ITAIM PAULISTA;;RUA TAPERA;415;VILA NOVA CURUÇÁ;08032450;20351648;25147430;;Ativa;84;VILA CURUCA;8401;35055256;055256;161077191000000;18/01/1975;11.771;18/01/1975;21/10/1974;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MIVN;MIVN;-23520468;-46421941;DIR;28/02/2017
G;093785;EMEF;JOAO RIBEIRO DE BARROS;GUAIANASES;GUAIANASES;;RUA ANANAI;968;VILA NOVA CURUCA;08032370;25133616;20351650;;Ativa;96;LAJEADO;9607;35055219;055219;161078132000000;30/08/1956;3.221;30/08/1956;11/11/1970;10/04/1981;VILA NOVA CURUCA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23522916;-46419335;DIR;28/02/2017
MP;093793;EMEF;JOSE DE ANCHIETA, PE.;SAO MIGUEL;SAO MIGUEL;;AVENIDA INAJAGUACU;13;VILA PROGRESSO;08240530;20516273;;20544774;Ativa;74;SAO MIGUEL;7408;35055244;055244;161077125000000;28/08/1974;11.260;28/08/1974;09/12/1969;10/04/1981;VILA PROGRESSO;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MTG;MTG;MT;MT;MTN;MTN;MIVN;MIVN;MIVN;-23519032;-46439561;DIR;28/02/2017
MP;093807;EMEF;JOAO AUGUSTO BREVES, DR.;SAO MIGUEL;SAO MIGUEL;;RUA CECÍLIA ITER;746;VILA PROGRESSO (ZONA LESTE);08240730;20518637;;20544993;Ativa;74;SAO MIGUEL;7408;35055273;055273;161077121000000;29/08/1974;11.260;28/08/1974;07/10/1974;10/04/1981;E.M. VILA PROGRESSO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23522416;-46435966;DIR;28/02/2017
G;093815;EMEF;ALEXANDRE DE GUSMAO;GUAIANASES;GUAIANASES;;RUA PORTO DO BEZERRA;25;JARDIM GUAIANAZES;08440000;20351656;20340168;20356380;Ativa;96;LAJEADO;9606;35055232;055232;161078120000000;16/11/1973;10.735;16/11/1973;14/02/1974;10/04/1981;E.M. PARQUE GUAIANAZES;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23527853;-46411649;DIR;28/02/2017
MP;093823;EMEF;HENRIQUE FELIPE DA COSTA - HENRICAO;SAO MIGUEL;ITAIM PAULISTA;;RUA PATAJUBA;18;JARDIM CAMPOS;08160090;20354244;;20352612;Ativa;84;VILA CURUCA;8407;35085558;085558;161077194000000;16/03/1982;17.881;16/03/1982;12/02/1982;19/03/1986;JARDIM CAMPOS;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MTN;MTN;MTN;MTN;-23509551;-46408800;DIR;28/02/2017
MP;093831;EMEF;ANTONIA E ARTUR BEGBIE;SAO MIGUEL;ITAIM PAULISTA;;RUA ILHA DE MARUI;100;JARDIM CAMPOS;08151710;25147513;20353844;;Ativa;84;VILA CURUCA;8407;35055585;055585;161077182000000;30/06/1969;8.275;30/06/1969;19/07/1969;10/04/1981;JARDIM CAMPOS;2D;2D;2D;3D;3D;3D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;MIVN;MIVN;-23509683;-46406470;DIR;28/02/2017
MP;093840;EMEF;NEWTON REIS, GEN.;SAO MIGUEL;ITAIM PAULISTA;;RUA JOSE ALEXANDRE MACHADO;22;JARDIM SILVA TELES;08160460;25617361;;25672426;Ativa;84;VILA CURUCA;8405;35055645;055645;161077204000000;11/11/1970;9.131;11/11/1970;11/11/1970;10/04/1981;;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23497117;-46409978;DIR;28/02/2017
MP;093858;EMEF;MARIA IMILDA DO SANTISSIMO SACRAMENTO, ME.;SAO MIGUEL;ITAIM PAULISTA;;RUA GENDIROBA;210;JARDIM MIRAGAIA;08022080;25845448;25865251;;Ativa;84;VILA CURUCA;8403;35055670;055670;161077202000000;;;;16/02/1960;10/04/1981;ESCOLAS AGRUPADAS DE VILA CURUCA;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MIV;MIV;MIV;MIV;-23496329;-46418970;DIR;28/02/2017
MP;093866;EMEF;RAIMUNDO CORREIA;SAO MIGUEL;SAO MIGUEL;;RUA DOUTOR JOSÉ DE PORCIÚNCULA;986;PARQUE PAULISTANO;08080650;25816835;25852273;25816835;Ativa;44;JARDIM HELENA;4402;35055682;055682;161077118000000;04/09/1975;12.197;03/09/1975;10/11/1975;10/04/1981;E.M. PARQUE PAULISTANO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23482833;-46420574;DIR;28/02/2017
MP;093874;EMEF;JOSE AMERICO DE ALMEIDA;SAO MIGUEL;SAO MIGUEL;;RUA ALTOS DO OITI;537;VILA HELENA;08081410;25865469;25810143;25810143;Ativa;44;JARDIM HELENA;4403;35083948;083948;161077110000000;31/03/1980;16.595;31/03/1980;01/04/1980;06/05/1981;E.M. JARDIM HELENA;2D;2D;2D;2D;2D;2D;3D;3D;3D;3D;3D;MT;MT;MT;MT;MT;MT;MIV;MIV;MIV;-23486701;-46417975;DIR;28/02/2017
MP;093882;EMEF;JOSE BENTO DE ASSIS, PROF.;SAO MIGUEL;SAO MIGUEL;;RUA SAO GONCALO DO RIO DAS PEDRAS;140;VILA MARA;08081000;25812539;;25865301;Ativa;44;JARDIM HELENA;4403;35055736;055736;161077113000000;15/02/1970;8.654;14/02/1970;15/02/1970;10/04/1981;E.M. DE VILA MARA;2D;2D;2D;2D;3D;3D;3D;3D;3D;3D;3D;MTN;MTN;MTN;MTN;MIVN;MIVN;MIVN;MIVN;MIVN;-23487780;-46421516;DIR;28/02/2017
MP;093891;EMEF;ARMANDO CRIDEY RIGHETTI;SAO MIGUEL;SAO MIGUEL;;RUA CORDÃO DE SÃO FRANCISCO;797;VILA AIMORÉ;08190000;25810360;25865533;;Ativa;44;JARDIM HELENA;4405;35055591;055591;161077101000000;21/01/1975;11.861;14/01/1975;17/10/1974;10/04/1981;E.M. JARDIM NOEMIA;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23493264;-46401813;DIR;28/02/2017
MP;093904;EMEF;CAPISTRANO DE ABREU;SAO MIGUEL;SAO MIGUEL;;RUA CACHOEIRA MANGAVAL;120;VILA ITAIM;08190350;25810906;25810794;25810906;Ativa;44;JARDIM HELENA;4405;35055612;055612;161077104000000;30/06/1969;8.274;30/06/1969;01/07/1969;10/04/1981;E.M. ITAIM PAULISTA;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23490229;-46394462;DIR;28/02/2017
MP;093912;EMEF;CARLOS PASQUALE, PROF.;SAO MIGUEL;ITAIM PAULISTA;;AVENIDA BARAO DE ALAGOAS;223;ITAIM PAULISTA;08120000;29638634;;25678429;Ativa;36;ITAIM PAULISTA;3605;35055724;055724;161077156000000;12/04/1970;8.751;11/04/1970;11/04/1970;10/04/1981;E.M. DO ITAIM II;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23499103;-46395172;DIR;28/02/2017
MP;093921;EMEF;EZEQUIEL RAMOS JUNIOR;SAO MIGUEL;ITAIM PAULISTA;;RUA JOSE BORGES DO CANTO;18;JARDIM CAMARGO;08142010;29632626;25673420;29632626;Ativa;36;ITAIM PAULISTA;3605;35055633;055633;161077159000000;05/12/1969;8.542;04/12/1969;01/02/1970;10/04/1981;E.M. DO JARDIM CAMARGO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23508198;-46392268;DIR;28/02/2017
MP;093939;EMEF;SUD MENNUCCI;SAO MIGUEL;ITAIM PAULISTA;;RUA JOÃO BISCIONE;200;JARDIM CAMARGO NOVO;08121700;29638906;25672416;;Ativa;36;ITAIM PAULISTA;3606;35055657;055657;161077173000000;14/02/1975;11.768;13/02/1975;08/11/1985;10/04/1981;JARDIM CAMARGO NOVO;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23503707;-46381377;DIR;28/02/2017
PE;093947;EMEF;OTHELO FRANCO, GEN.;PENHA;MOOCA;;RUA JARINU;730;CIDADE MÃE DO CÉU;03306000;22954128;;22954128;Ativa;80;TATUAPE;8002;35054392;054392;161074180000000;02/04/1969;81427;;12/03/1958;10/04/1981;ESCOLAS REUNIDAS DA CIDADE MAE DO CEU;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23546951;-46575472;DIR;28/02/2017
PE;093955;EMEF;JACKSON DE FIGUEIREDO;PENHA;MOOCA;;RUA ITAPURA;210;VILA GOMES CARDIM;03310000;22954085;22965234;;Ativa;80;TATUAPE;8002;35054380;054380;161074178000000;23/08/1956;3.206;23/08/1956;10/04/1958;10/04/1981;TATUAPE, 1.E 2.ESCOLA MISTA DO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23540399;-46567759;DIR;28/02/2017
PE;093963;EMEF;JOAO PINHEIRO, PRES.;PENHA;PENHA;;RUA DR EDGAR GARCIA VIEIRA;140;VILA MATILDE;03510040;26534268;26538062;;Ativa;91;VILA MATILDE;9101;35054859;054859;161074150000000;;;;18/03/1957;10/04/1981;ESCOLA MISTA DE VILA MATILDE;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23535213;-46532983;DIR;28/02/2017
PE;093971;EMEF;19 DE NOVEMBRO;PENHA;PENHA;;PRACA BAUXITA;99;VILA DALILA;03520000;26511274;26511471;26511274;Ativa;91;VILA MATILDE;9102;35054823;054823;161074142000000;;;;03/03/1957;10/04/1981;1,2 ESCOLAS MISTAS DE VILA DALILA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23545233;-46519113;DIR;28/02/2017
PE;093980;EMEF;FIRMINO TIBURCIO DA COSTA;PENHA;PENHA;;RUA PEDRO MORCILLA FILHO;578;CIDADE PATRIARCA;03546010;29589237;29582311;;Ativa;91;VILA MATILDE;9104;35054811;054811;161074148000000;03/12/1969;8.540;03/12/1969;20/02/1956;10/04/1981;VILA GUILHERMINA, E.M DA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23538113;-46509914;DIR;28/02/2017
PE;093998;EMEF;ABRAO DE MORAES, PROF.;PENHA;PENHA;;RUA ISAURA VERGUEIRO NAUFEL;238;VILA NHOCUNE;03560020;27493900;27471566;27493900;Ativa;05;ARTUR ALVIM;0501;35054860;054860;161074101000000;04/07/1967;7.035;03/07/1967;02/08/1967;10/04/1981;VILA NHOCUNE;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23547382;-46499875;DIR;28/02/2017
PE;094005;EMEF;HUMBERTO DE CAMPOS;PENHA;PENHA;;AVENIDA PROFESSOR XAVIER DE LIMA;644;JARDIM HERCILIA;03557000;27494506;;27494466;Ativa;91;VILA MATILDE;9105;35054835;054835;161074149000000;22/09/1970;8.991;21/09/1970;17/02/1971;10/04/1981;;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23543603;-46508219;DIR;28/02/2017
PE;094013;EMEF;JOSE BONIFACIO;PENHA;PENHA;;RUA DOUTOR FREDERICO BROTERO;134;CIDADE PATRIARCA;03552080;29581377;;26841428;Ativa;91;VILA MATILDE;9104;35054847;054847;161074151000000;16/11/1956;3.341;16/11/1956;23/01/1967;10/04/1981;1,2 ESC. MISTA DA CIDADE PATRIARCA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MG;MTG;MT;MT;MT;MT;MT;MT;MT;-23536486;-46504376;DIR;28/02/2017
PE;094021;EMEF;CAIRU, VISC. DE;PENHA;PENHA;;PRACA ARARUVA;199;CIDADE PATRIARCA;03552010;26852359;;26852312;Ativa;91;VILA MATILDE;9104;35054800;054800;161074145000000;16/11/1956;3.341;16/11/1956;15/02/1960;10/04/1981;1 E 2 ESCOLA MISTA DA CIDADE PATRIARCA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23535200;-46500764;DIR;28/02/2017
PE;094030;EMEF;ARTHUR ALVIM;PENHA;PENHA;;RUA DESEMBARGADOR ROCHA PORTELA;464;ARTUR ALVIM;03567000;29582051;29585837;29585837;Ativa;05;ARTUR ALVIM;0502;35054793;054793;161074108000000;19/10/1956;3.307;19/10/1956;19/10/1956;10/04/1981;ESCOLA MASCULINA DE ARTHUR ALVIM;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MTN;MTN;MTN;-23538608;-46493470;DIR;28/02/2017
PE;094048;EMEF;ANTONIO VIEIRA, PE.;PENHA;PENHA;;RUA ANTONINO BACAERI;171;JARDIM NORDESTE;03687060;20486864;22806566;22806566;Ativa;05;ARTUR ALVIM;0505;35055136;055136;161074105000000;07/12/1969;8.549;05/12/1969;07/02/1970;10/04/1981;E.M. DO JARDIM NORDESTE;2D;2D;2D;2D;2D;2D;3D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MIV;MT;MT;-23527015;-46486160;DIR;28/02/2017
PE;094056;EMEF;JENNY GOMES, DA.;PENHA;PENHA;;RUA JOHN NEPER;109;JARDIM COIMBRA;03693100;22805121;;22805121;Ativa;05;ARTUR ALVIM;0505;35055141;055141;161074111000000;16/11/1956;3.341;16/11/1956;03/03/1969;10/04/1981;JARDIM BRASIL, ESCOLA MISTA DO;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23532868;-46476908;DIR;28/02/2017
IQ;094064;EMEF;8 DE MAIO;ITAQUERA;ITAQUERA;;RUA CAMBAXIRRA;176;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;08223090;20414550;;;Ativa;37;ITAQUERA;3707;35055384;055384;161076119000000;;;;15/04/1959;10/04/1981;CIDADE A. E. CARVALHO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23534338;-46472666;DIR;28/02/2017
PE;094072;EMEF;WANNY SALGADO ROCHA, PROFA;PENHA;ERMELINO MATARAZZO;;RUA SÍLVIO RIBEIRO DOS SANTOS;104;VILA UNIÃO (ZONA LESTE);03683040;22804192;;22800534;Ativa;64;PONTE RASA;6402;35055177;055177;161074211000000;11/02/1971;9.308;11/02/1971;03/03/1971;10/04/1981;E.M. VILA UNIAO;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23517763;-46477370;DIR;28/02/2017
PE;094081;EMEF;HENRIQUE PEGADO, PROF.;PENHA;PENHA;;RUA ITAPIRUNA;131;JARDIM PENHA;03757050;25467508;25464008;25464008;Ativa;18;CANGAIBA;1802;35055165;055165;161074132000000;30/08/1956;3.221;30/08/1956;18/02/1957;10/04/1981;JARDIM DA PENHA, ESCOLA MISTA DO;2D;2D;2D;2D;2D;2D;3D;2D;2D;2D;3D;MT;MT;MTN;MTN;MTN;MTN;MIVN;MTN;MTN;-23504795;-46498904;DIR;28/02/2017
PE;094099;EMEF;JUAREZ TAVORA, MAL.;PENHA;ERMELINO MATARAZZO;;RUA JAPARAIQUARA;679;VILA RIO BRANCO;03873000;22809975;20410460;;Ativa;64;PONTE RASA;6403;35055669;055669;161074206000000;04/12/1969;8.544;04/12/1969;02/02/1970;10/04/1981;E.M. DE VILA RIO BRANCO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MTN;MTN;MTN;MTN;MTN;-23509020;-46494353;DIR;28/02/2017
PE;094102;EMEF;FRANCISCO DE MONT' ALVERNE, FREI;PENHA;ERMELINO MATARAZZO;;RUA SAO CELSO;365;VILA DOMITILA;03626000;29571835;29582803;29571835;Ativa;64;PONTE RASA;6404;35053636;053636;161074203000000;;;;18/03/1956;10/04/1981;VILA PRAIA, ESCOLAS REUNIDAS;2D;2D;2D;2D;2D;2D;3D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MIV;MT;MT;-23513862;-46507807;DIR;28/02/2017
PE;094111;EMEF;LUIS WASHINGTON VITA;PENHA;ERMELINO MATARAZZO;;RUA CONCEIÇÃO DA BREJAUBA;68;JARDIM POPULAR;03671010;29574092;27913790;;Ativa;64;PONTE RASA;6404;35053648;053648;161074209000000;19/10/1956;3.307;19/10/1956;12/02/1969;10/04/1981;ESCOLA MISTA DO JARDIM POPULAR;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23515472;-46507395;DIR;28/02/2017
PE;094129;EMEF;GUILHERME DE ALMEIDA;PENHA;PENHA;;RUA FAUSTINO PAGANINI;647;VILA PIERINA;03732010;26410956;;26410956;Ativa;18;CANGAIBA;1801;35055128;055128;161074129000000;02/04/1957;3.533;02/04/1957;02/04/1957;10/04/1981;1.2.3 E 4. ESCOLAS MISTAS DE VILA SALETTE;2D;2D;2D;2D;2D;2D;3D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MIV;MT;MT;-23511230;-46530579;DIR;28/02/2017
PE;094137;EMEF;CECILIA MEIRELES;PENHA;PENHA;;RUA FREI RICARDO DO PILAR;60;CANGAÍBA;03721090;29586723;29582743;29582743;Ativa;18;CANGAIBA;1804;35053296;053296;161074123000000;24/01/1963;5.566;24/01/1963;24/01/1963;10/04/1981;ESCOLAS AGRUPADAS DE CANGAIBA II;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23502895;-46526845;DIR;28/02/2017
PE;094145;EMEF;EDGARD CAVALHEIRO;PENHA;PENHA;;RUA PORTO DA GLÓRIA;342;VILA MESQUITA;03714050;26419440;;26419440;Ativa;18;CANGAIBA;1804;35053302;053302;161074126000000;05/09/1956;3.228;05/09/1956;11/02/1957;10/04/1981;ESCOLA MISTA DE CANGAIBA;2D;2D;2D;2D;2D;2D;2D;2D;3D;3D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MIVN;-23507641;-46541494;DIR;28/02/2017
PE;094153;EMEF;ARTHUR AZEVEDO;PENHA;MOOCA;;PARQUE BUTUÍ;S/N;TATUAPÉ;03065025;22954096;29419022;29419022;Ativa;80;TATUAPE;8001;35054355;054355;161074173000000;17/09/1956;3.238;17/09/1956;15/02/1957;10/04/1981;ESCOLA MISTA DO BELEM;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23539276;-46580814;DIR;28/02/2017
FO;094161;EMEF;NILO PECANHA, PRES.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA ENEIAS LUIS CARLOS BARBANTI;660;VILA ARCÁDIA;02911000;39316212;39322970;;Ativa;29;FREGUESIA DO O;2910;35053600;053600;161070139000000;03/09/1956;3.228;03/09/1956;03/09/1956;10/04/1981;ESCOLAS MISTAS DE VILA UNIAO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTG;MTG;MT;MT;MT;MT;MT;MT;MT;-23503835;-46700662;DIR;28/02/2017
FO;094170;EMEF;PLINIO AYROSA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA TOMÁS RAMOS JORDÃO;259;PARQUE MONTEIRO SOARES;02736000;39925917;39753074;39925917;Ativa;29;FREGUESIA DO O;2906;35053120;053120;161070143000000;30/08/1956;3.221;30/08/1956;23/02/1961;10/04/1981;ESCOLAS ISOLADAS DE VILA CRUZ DAS ALMAS;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23489544;-46691644;DIR;28/02/2017
FO;094188;EMEF;JOANINHA GRASSI FAGUNDES, PROFA.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA ALBERTO ANDALÓ;36;PARQUE SÃO LUÍS;02840080;39234464;39240067;;Ativa;29;FREGUESIA DO O;2906;35053090;053090;161070136000000;25/08/1956;3.212;25/08/1956;11/12/1956;10/04/1981;ESCOLAS AGRUPADAS DO JARDIM SAO LUIZ;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MTN;-23482610;-46687665;DIR;28/02/2017
FO;094196;EMEF;ERICO VERISSIMO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA RAFAEL ALVES;295;VILA MARINA;02967050;39752909;39755517;39755517;Ativa;29;FREGUESIA DO O;2904;35053612;053612;161070133000000;27/02/1957;3.480;27/02/1957;01/01/1956;10/04/1981;ESCOLA AGRUPADA DE VILA MIRIAM;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23478686;-46706522;DIR;28/02/2017
FO;094200;EMEF;MILTOM CAMPOS, SEN.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA PERSIO DE SOUZA QUEIROZ FILHO;155;VILA ISABEL;02846040;39235625;;;Ativa;11;BRASILANDIA;1105;35053107;053107;161070117000000;07/12/1969;8.550;05/12/1969;27/11/1969;10/04/1981;E.M. DO ALTO DE VILA BRASILANDIA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23462586;-46697286;DIR;28/02/2017
FO;094218;EMEF;ANDRE RODRIGUES DE ALCKMIN, PROF.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA MARCELINO JOSE DE FREITAS;619;VILA TERESINHA;02853010;39217778;39213875;39217778;Ativa;11;BRASILANDIA;1105;35053089;053089;161070101000000;04/03/1971;9.370;03/03/1971;16/03/1971;10/04/1981;E.M.DE VILA TEREZINHA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTNG;MTNG;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23458516;-46694132;DIR;28/02/2017
FO;094226;EMEF;RAUL FERNANDES, EMB.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA NAIR RAMOS SCHURING;2515;VILA BRASILANDIA;02845040;39211033;39250507;;Ativa;11;BRASILANDIA;1108;35053077;053077;161070119000000;17/09/1956;3.238;17/09/1956;01/01/1958;10/04/1981;ESCOLA MASCULINA DE VILA BRASILANDIA;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23469221;-46690582;DIR;28/02/2017
FO;094234;EMEF;THEO DUTRA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;AVENIDA GUILHERME DE ALMEIDA;110;VILA PENTEADO;02866040;38518820;;39829118;Ativa;11;BRASILANDIA;1107;35053119;053119;161070121000000;23/01/1967;6.855;23/01/1967;14/02/1967;10/04/1981;ESCOLA AGRUPADA DO PARQUE PEDROSO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23467061;-46680765;DIR;28/02/2017
FO;094242;EMEF;ANTONIO PRUDENTE, PROF.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA MANUEL INACIO ALVARENGA;50;VILA PENTEADO;02865110;38515722;;38515722;Ativa;11;BRASILANDIA;1107;35054872;054872;161070105000000;03/08/1971;9.586;02/08/1971;02/08/1971;10/04/1981;JARDIM ALMANARA,ESCOLA MUNICIPAL DO;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MT;MT;MT;MT;MT;MT;MT;MT;MT;-23476421;-46676545;DIR;28/02/2017
FO;094251;EMEF;SEBASTIAO NOGUEIRA DE LIMA, DES.;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA JOAQUINA MARIA DOS SANTOS;177;VILA RICA;02860110;39849509;;38512226;Ativa;11;BRASILANDIA;1106;35053065;053065;161070125000000;24/01/1963;5.566;24/01/1963;11/02/1963;10/04/1981;ESCOLAS ISOLADAS DE VILA RICA II;2D;2D;2D;2D;2D;2D;2D;2D;2D;2D;3D;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;MTN;-23471027;-46673869;DIR;28/02/2017
